player,team,season_start_year,batting_strength_score,bowling_strength_score,allrounder_index,is_batting_allrounder,is_bowling_allrounder,allrounder_role,total_runs,total_matches,total_balls_faced,avg_runs,strike_rate,batting_role,total_wickets,total_matches_bowled,total_balls_bowled,avg_wickets_per_match,economy_rate,bowling_role,ml_suitability_score
Suryansh Shedge,Mumbai,2024.0,126.61,101.17,113.89,False,False,pure_bowler,78.0,3.0,28.0,26.0,278.57,finisher,5.0,3.0,48.0,1.667,9.88,part_time_bowler,99.02820700514638
Susheel Kumar,Railways,2023.0,0.0,66.1,33.05,False,False,pure_bowler,,,,,,,3.0,5.0,104.0,0.6,8.88,death_bowler,1.026162256621241
Suyash Sharma,Delhi,2024.0,0.0,129.07,64.54,False,False,pure_bowler,,,,,,,14.0,6.0,142.0,2.333,6.97,middle_overs_bowler,80.08932392466086
Swapnil Singh,Baroda,2022.0,55.49,80.68,68.09,True,True,batting_allrounder,534.0,30.0,432.0,17.8,123.61,middle_order,32.0,33.0,694.0,0.97,6.92,middle_overs_bowler,84.89174802612786
Swarajeet Das,Meghalaya,2019.0,26.01,50.92,38.47,False,False,utility_player,70.0,11.0,103.0,6.36,67.96,middle_order,3.0,10.0,154.0,0.3,10.32,middle_overs_bowler,6.53540996204533
Swarupam Purkayastha,Assam,2019.0,27.82,86.11,56.96,False,False,utility_player,90.0,13.0,124.0,6.92,72.58,anchor_opener,7.0,6.0,95.0,1.167,8.53,powerplay_bowler,79.72440636766714
Swastik Samal,Odisha,2018.0,29.4,0.0,14.7,False,False,pure_batter,8.0,2.0,10.0,4.0,80.0,anchor_opener,,,,,,,0.7293667953123193
Syed Sagar,Jammu & Kashmir,2015.0,16.25,52.82,34.53,False,False,pure_bowler,8.0,4.0,18.0,2.0,44.44,tailender,1.0,4.0,66.0,0.25,7.82,middle_overs_bowler,7.742861558674
T Kohli,Mizoram,2022.0,61.84,58.32,60.08,False,False,utility_player,812.0,26.0,722.0,31.23,112.47,anchor_opener,8.0,17.0,232.0,0.471,10.22,death_bowler,36.24252559747414
T Mishra,Tripura,2019.0,35.29,0.0,17.64,False,False,pure_batter,55.0,6.0,60.0,9.17,91.67,anchor_opener,,,,,,,0.39433982434609344
T Natarajan,Tamil Nadu,2023.0,0.0,79.65,39.83,False,False,pure_bowler,,,,,,,16.0,17.0,333.0,0.941,7.78,death_bowler,3.448863128398458
T Pradeep,Railways,2021.0,72.13,76.31,74.22,True,False,batting_allrounder,158.0,10.0,96.0,15.8,164.58,lower_order_hitter,15.0,17.0,366.0,0.882,9.1,death_bowler,99.37094580452836
T R Dhillon,Maharashtra,2020.0,43.64,101.4,72.52,False,False,pure_bowler,13.0,2.0,11.0,6.5,118.18,tailender,3.0,2.0,48.0,1.5,6.38,part_time_bowler,94.25086002082
T Tatar,Arunachal Pradesh,2021.0,0.0,0.0,0.0,False,False,unknown,0.0,1.0,1.0,0.0,0.0,middle_order,,,,,,,0.36857274693215514
T Teti,Arunachal Pradesh,2023.0,0.0,32.17,16.08,False,False,unknown,,,,,,,0.0,1.0,6.0,0.0,30.0,part_time_bowler,25.765233520498853
T Vijay,Andhra,2023.0,35.81,94.2,65.0,False,False,pure_bowler,23.0,1.0,29.0,23.0,79.31,tailender,3.0,2.0,48.0,1.5,11.38,part_time_bowler,96.84132342004271
TC Vanlalremruata,Mizoram,2023.0,0.0,77.98,38.99,False,False,pure_bowler,,,,,,,3.0,3.0,60.0,1.0,7.1,middle_overs_bowler,1.6201246022983187
TM Srivastava,Uttarakhand,2019.0,75.56,0.0,37.78,False,False,pure_batter,229.0,6.0,190.0,38.17,120.53,top_order_anchor,,,,,,,89.78154384558263
TS Saha,Tripura,2020.0,20.08,79.29,49.68,False,False,pure_bowler,17.0,4.0,32.0,4.25,53.12,tailender,6.0,6.0,107.0,1.0,8.52,middle_overs_bowler,2.4020529993400164
TT Sawkar,Goa,2023.0,52.59,0.0,26.3,False,False,pure_batter,72.0,5.0,53.0,14.4,135.85,middle_order,,,,,,,41.11624936896872
TU Deshpande,Mumbai,2022.0,31.24,106.56,68.9,False,False,pure_bowler,13.0,5.0,15.0,2.6,86.67,tailender,51.0,30.0,662.0,1.7,7.86,death_bowler,98.62372855715067
Tahmeed Rahman,Nagaland,2023.0,16.38,64.14,40.26,False,False,pure_bowler,18.0,10.0,40.0,1.8,45.0,tailender,12.0,21.0,339.0,0.571,8.62,middle_overs_bowler,1.3738199315591952
Tajinder Singh,Rajasthan,2018.0,69.86,80.87,75.37,True,True,batting_allrounder,223.0,11.0,143.0,20.27,155.94,finisher,9.0,9.0,150.0,1.0,5.76,middle_overs_bowler,96.61464284771894
Takam Tallum,Arunachal Pradesh,2020.0,16.05,0.0,8.02,False,False,pure_batter,3.0,1.0,7.0,3.0,42.86,tailender,,,,,,,0.14406053152480544
Tana Davit,Arunachal Pradesh,2018.0,24.73,0.0,12.36,False,False,pure_batter,12.0,3.0,18.0,4.0,66.67,tailender,,,,,,,0.2399761256438396
Tanay Thyagarajan,Hyderabad (India),2022.0,48.71,65.69,57.2,False,False,utility_player,111.0,11.0,86.0,10.09,129.07,tailender,9.0,16.0,342.0,0.562,6.7,middle_overs_bowler,38.61698928058732
Tanmay Agarwal,Hyderabad (India),2023.0,63.16,0.0,31.58,False,False,pure_batter,925.0,36.0,747.0,25.69,123.83,anchor_opener,,,,,,,99.11160811733465
Tanush Gusain,Uttarakhand,2021.0,26.95,0.0,13.48,False,False,pure_batter,7.0,1.0,10.0,7.0,70.0,anchor_opener,,,,,,,0.20342260083966207
Tanush Kotian,Mumbai,2022.0,50.23,89.72,69.97,False,False,pure_bowler,51.0,4.0,39.0,12.75,130.77,tailender,18.0,15.0,289.0,1.2,6.44,middle_overs_bowler,97.1889105273516
Tanveer Ul-Haq,Rajasthan,2021.0,27.24,87.09,57.16,False,False,pure_bowler,38.0,8.0,52.0,4.75,73.08,tailender,13.0,12.0,234.0,1.083,6.41,powerplay_bowler,92.47124356610941
Tarang Gohel,Saurashtra,2024.0,76.77,0.0,38.38,False,False,pure_batter,143.0,7.0,82.0,20.43,174.39,aggressive_opener,,,,,,,99.52181625910586
Tarani Sa,Odisha,2020.0,0.0,76.82,38.41,False,False,pure_bowler,0.0,1.0,3.0,0.0,0.0,tailender,2.0,2.0,36.0,1.0,9.33,part_time_bowler,0.6252538236097752
Tashi Bhalla,Sikkim,2018.0,29.03,40.15,34.59,False,False,pure_batter,17.0,3.0,22.0,5.67,77.27,tailender,0.0,2.0,18.0,0.0,17.0,part_time_bowler,81.90862744573036
Techi Doria,Arunachal Pradesh,2023.0,36.91,70.4,53.66,False,True,bowling_allrounder,242.0,16.0,304.0,15.12,79.61,anchor_opener,7.0,9.0,138.0,0.778,8.39,middle_overs_bowler,36.0780603943403
Techi Neri,Arunachal Pradesh,2023.0,26.65,54.16,40.4,False,False,utility_player,64.0,11.0,91.0,5.82,70.33,tailender,3.0,11.0,204.0,0.273,7.79,middle_overs_bowler,6.212033745230578
Techi Sonam,Arunachal Pradesh,2021.0,9.8,0.0,4.9,False,False,pure_batter,4.0,3.0,15.0,1.33,26.67,middle_order,,,,,,,0.302286251779052
Tejas Baroka,Delhi,2017.0,0.0,38.17,19.08,False,False,unknown,,,,,,,0.0,2.0,18.0,0.0,15.0,part_time_bowler,31.569137000140007
Tejas Patel,Gujarat,2021.0,66.47,76.21,71.34,False,False,pure_bowler,43.0,4.0,24.0,10.75,179.17,tailender,9.0,11.0,209.0,0.818,8.24,powerplay_bowler,98.92956114099235
Tejosel Yiethun,Nagaland,2019.0,26.13,0.0,13.06,False,False,pure_batter,8.0,1.0,12.0,8.0,66.67,anchor_opener,,,,,,,0.2399761256438396
Temjentoshi Jamir,Nagaland,2019.0,12.37,0.0,6.18,False,False,pure_batter,2.0,1.0,6.0,2.0,33.33,tailender,,,,,,,0.169447560650606
Thivagar Gopal,Puducherry,2022.0,0.0,86.81,43.4,False,False,pure_bowler,,,,,,,1.0,1.0,18.0,1.0,8.67,part_time_bowler,2.920096876644708
Thomas Moirangthem,Manipur,2019.0,13.19,83.69,48.44,False,False,pure_bowler,4.0,3.0,11.0,1.33,36.36,tailender,4.0,4.0,66.0,1.0,7.64,death_bowler,1.8469378783536197
Tilak Varma,Hyderabad (India),2023.0,73.99,54.36,64.18,False,False,utility_player,520.0,18.0,360.0,28.89,144.44,top_order_anchor,2.0,6.0,60.0,0.333,7.8,middle_overs_bowler,68.71999772282066
Toni Chishi,Nagaland,2018.0,26.31,51.03,38.67,False,False,pure_bowler,12.0,1.0,19.0,12.0,63.16,middle_order,1.0,3.0,24.0,0.333,12.0,part_time_bowler,9.673882251816
Treyaksh Bali,Haryana,2019.0,38.59,0.0,19.3,False,False,pure_batter,49.0,6.0,48.0,8.17,102.08,anchor_opener,,,,,,,0.39433982434609344
Tripuresh Singh,Madhya Pradesh,2024.0,0.0,94.81,47.4,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,4.0,3.0,59.0,1.333,8.24,part_time_bowler,13.07804601525471
Trishank Gupta,Hyderabad (India),2022.0,0.0,45.72,22.86,False,False,unknown,,,,,,,0.0,2.0,24.0,0.0,6.5,part_time_bowler,92.71907090484058
Tukuna Sahoo,Odisha,2015.0,25.61,61.5,43.56,False,False,pure_bowler,15.0,3.0,22.0,5.0,68.18,anchor_opener,2.0,4.0,60.0,0.5,6.7,middle_overs_bowler,3.8479912426886296
Tushar Gill,Vidarbha,2019.0,36.71,0.0,18.36,False,False,pure_batter,16.0,1.0,18.0,16.0,88.89,tailender,,,,,,,0.5660061308652076
U Kaul,Mizoram,2021.0,68.54,0.0,34.27,False,False,pure_batter,140.0,4.0,145.0,35.0,96.55,anchor_opener,,,,,,,80.09107379116472
U U Bose,Tripura,2020.0,50.48,56.69,53.58,False,False,utility_player,434.0,24.0,376.0,18.08,115.43,anchor_opener,2.0,5.0,50.0,0.4,8.28,part_time_bowler,28.800398702178153
UBT Chand,Delhi,2018.0,67.1,0.0,33.55,False,False,pure_batter,516.0,20.0,392.0,25.8,131.63,aggressive_opener,,,,,,,99.6198306212223
UR Kumar,Gujarat,2023.0,71.84,0.0,35.92,False,False,pure_batter,92.0,4.0,66.0,23.0,139.39,middle_order,,,,,,,97.63489606064879
UR Patel,Vidarbha,2015.0,63.39,0.0,31.7,False,False,pure_batter,112.0,5.0,90.0,22.4,124.44,middle_order,,,,,,,97.85969836387699
UT Yadav,Vidarbha,2022.0,78.65,71.3,74.97,False,False,pure_bowler,56.0,6.0,26.0,9.33,215.38,tailender,8.0,12.0,242.0,0.667,7.24,death_bowler,93.6813765014835
Umang Sharma,Uttar Pradesh,2017.0,74.32,41.6,57.96,False,False,pure_batter,264.0,11.0,168.0,24.0,157.14,top_order_aggressor,0.0,2.0,24.0,0.0,9.0,part_time_bowler,97.08274287945288
Umar Alam,Jammu & Kashmir,2015.0,22.58,107.06,64.82,False,False,pure_bowler,9.0,2.0,15.0,4.5,60.0,tailender,5.0,3.0,66.0,1.667,6.64,powerplay_bowler,97.18067856435543
Umar Nazir,Jammu & Kashmir,2020.0,39.43,69.06,54.24,False,False,pure_bowler,13.0,3.0,12.0,4.33,108.33,tailender,6.0,9.0,191.0,0.667,8.58,powerplay_bowler,79.5795864413958
Umran Malik,Jammu & Kashmir,2023.0,0.0,113.24,56.62,False,False,pure_bowler,,,,,,,13.0,7.0,168.0,1.857,6.89,death_bowler,77.7152386280802
Unnikrishnan Manukrishnan,Kerala,2023.0,56.18,95.38,75.78,False,False,pure_bowler,44.0,5.0,29.0,8.8,151.72,tailender,19.0,14.0,300.0,1.357,6.98,powerplay_bowler,96.92094468941825
Upendra Yadav,Uttar Pradesh,2023.0,59.68,0.0,29.84,False,False,pure_batter,537.0,24.0,449.0,22.38,119.6,anchor_opener,,,,,,,91.89594017495195
Urvil Patel,Gujarat,2023.0,66.05,0.0,33.02,False,False,pure_batter,611.0,31.0,401.0,19.71,152.37,aggressive_opener,,,,,,,99.6889154642369
Utkarsh Singh,Jharkhand,2021.0,56.62,91.76,74.19,True,True,batting_allrounder,174.0,9.0,141.0,19.33,123.4,anchor_opener,20.0,16.0,289.0,1.25,6.35,powerplay_bowler,93.81078163267428
Uvais Ahmad,Arunachal Pradesh,2019.0,78.25,0.0,39.12,False,False,pure_batter,214.0,7.0,127.0,30.57,168.5,finisher,,,,,,,99.52181625910586
V Athisayaraj Davidson,Tamil Nadu,2017.0,35.35,91.7,63.53,False,False,pure_bowler,1.0,1.0,1.0,1.0,100.0,tailender,12.0,9.0,180.0,1.333,7.9,death_bowler,95.41156284561796
V Cheluvaraj,Railways,2015.0,30.26,0.0,15.13,False,False,pure_batter,27.0,2.0,37.0,13.5,72.97,middle_order,,,,,,,0.5029058155083713
V Dhaka,Railways,2020.0,22.05,45.26,33.66,False,False,pure_batter,3.0,1.0,5.0,3.0,60.0,middle_order,0.0,1.0,18.0,0.0,7.67,part_time_bowler,84.56030702588664
V Kaverappa,Karnataka,2023.0,0.0,94.15,47.08,False,False,pure_bowler,0.0,1.0,2.0,0.0,0.0,tailender,5.0,4.0,81.0,1.25,6.44,death_bowler,13.661742901854906
V M Jivrajani,Saurashtra,2019.0,0.0,87.6,43.8,False,False,pure_bowler,,,,,,,6.0,5.0,114.0,1.2,7.37,middle_overs_bowler,7.383221521372308
V Nayanar,Kerala,2023.0,37.45,0.0,18.73,False,False,pure_batter,7.0,1.0,7.0,7.0,100.0,anchor_opener,,,,,,,0.3565521120596187
V Nigam,Uttar Pradesh,2024.0,37.45,43.92,40.68,False,False,pure_batter,7.0,1.0,7.0,7.0,100.0,tailender,0.0,1.0,12.0,0.0,11.0,part_time_bowler,95.96326919834848
V Panwar,Uttar Pradesh,2024.0,66.15,77.85,72.0,False,False,pure_bowler,9.0,1.0,5.0,9.0,180.0,tailender,1.0,1.0,24.0,1.0,8.5,part_time_bowler,99.08936898184412
V Pratap Singh,Chhattisgarh,2020.0,6.07,59.74,32.9,False,False,pure_bowler,2.0,3.0,12.0,0.67,16.67,tailender,3.0,7.0,126.0,0.429,9.0,powerplay_bowler,0.8950795885257884
V Sehwag,Haryana,2015.0,16.25,0.0,8.12,False,False,pure_batter,4.0,2.0,9.0,2.0,44.44,anchor_opener,,,,,,,0.14406053152480544
V Shankar,Tamil Nadu,2023.0,63.27,61.23,62.25,True,False,batting_allrounder,625.0,25.0,487.0,25.0,128.34,top_order_anchor,6.0,15.0,193.0,0.4,7.49,powerplay_bowler,30.682260486980002
V Tokas,Delhi,2018.0,21.52,67.9,44.71,False,False,pure_bowler,3.0,2.0,5.0,1.5,60.0,tailender,2.0,3.0,37.0,0.667,10.54,part_time_bowler,2.141903139925966
V Vishal,Jharkhand,2020.0,37.97,0.0,18.98,False,False,pure_batter,21.0,1.0,24.0,21.0,87.5,anchor_opener,,,,,,,0.3931056368637962
VA Jagadeesh,Kerala,2015.0,34.95,73.97,54.46,False,False,utility_player,84.0,8.0,94.0,10.5,89.36,anchor_opener,6.0,7.0,114.0,0.857,7.63,middle_overs_bowler,68.67211954852854
VA Naik,Goa,2022.0,0.0,46.19,23.1,False,False,unknown,,,,,,,0.0,2.0,18.0,0.0,5.33,part_time_bowler,92.67686271075716
VG Arora,Himachal Pradesh,2022.0,35.7,93.86,64.78,False,False,pure_bowler,2.0,1.0,2.0,2.0,100.0,tailender,19.0,15.0,328.0,1.267,7.08,powerplay_bowler,96.93854761405248
VH Zol,Maharashtra,2019.0,43.25,0.0,21.62,False,False,pure_batter,132.0,8.0,137.0,16.5,96.35,anchor_opener,,,,,,,1.3899081249547391
VK Saha,Tripura,2023.0,21.23,67.78,44.5,False,False,pure_bowler,7.0,3.0,12.0,2.33,58.33,tailender,2.0,4.0,84.0,0.5,6.29,powerplay_bowler,3.269174412942936
VK Singh,Goa,2023.0,0.0,69.78,34.89,False,False,pure_bowler,,,,,,,1.0,2.0,30.0,0.5,6.8,part_time_bowler,4.678212619538643
VR Aaron,Jharkhand,2022.0,12.21,87.88,50.04,False,False,pure_bowler,14.0,6.0,43.0,2.33,32.56,tailender,26.0,22.0,457.0,1.182,9.28,powerplay_bowler,5.722294026479872
VR Iyer,Madhya Pradesh,2024.0,68.62,72.56,70.59,True,True,batting_allrounder,901.0,33.0,655.0,27.3,137.56,finisher,22.0,30.0,462.0,0.733,7.1,middle_overs_bowler,89.42143354309405
VS Kahlon,Goa,2022.0,0.0,0.0,0.0,False,False,unknown,0.0,1.0,3.0,0.0,0.0,middle_order,,,,,,,0.36857274693215514
VV Gite,Maharashtra,2019.0,96.13,75.76,85.94,False,False,pure_bowler,8.0,1.0,3.0,8.0,266.67,tailender,6.0,7.0,121.0,0.857,8.83,powerplay_bowler,99.17366113700938
VV More,Maharashtra,2020.0,55.1,0.0,27.55,False,False,pure_batter,13.0,1.0,9.0,13.0,144.44,tailender,,,,,,,82.99046141758379
Vaibhav Bhatt,Uttarakhand,2021.0,24.03,0.0,12.02,False,False,pure_batter,2.0,1.0,3.0,2.0,66.67,middle_order,,,,,,,0.645162964976277
Vaibhav Govekar,Goa,2020.0,71.51,37.6,54.56,False,False,pure_batter,32.0,2.0,22.0,16.0,145.45,anchor_opener,0.0,1.0,2.0,0.0,6.0,part_time_bowler,94.00416654669657
Vaibhav Singh Panwar,Uttarakhand,2019.0,53.62,45.87,49.74,False,False,pure_batter,180.0,9.0,172.0,20.0,104.65,middle_order,0.0,2.0,20.0,0.0,7.2,part_time_bowler,92.58771824776044
Vaisakh Chandran,Kerala,2022.0,0.0,46.73,23.36,False,False,unknown,,,,,,,0.0,1.0,6.0,0.0,4.0,part_time_bowler,92.2776325274836
Varun Choudhary,Services,2021.0,34.88,104.9,69.89,False,False,pure_bowler,13.0,1.0,15.0,13.0,86.67,tailender,19.0,11.0,257.0,1.727,8.8,death_bowler,97.10913236991479
Varun Sood,Sikkim,2020.0,50.64,69.01,59.82,False,True,bowling_allrounder,185.0,9.0,176.0,20.56,105.11,aggressive_opener,7.0,11.0,222.0,0.636,7.32,middle_overs_bowler,25.830469433048968
Vasuki Koushik,Karnataka,2020.0,22.89,89.33,56.11,False,False,pure_bowler,7.0,4.0,11.0,1.75,63.64,tailender,29.0,24.0,523.0,1.208,8.07,death_bowler,95.54242868572277
Vidyadhar Patil,Karnataka,2021.0,35.35,71.74,53.54,False,False,pure_bowler,1.0,1.0,1.0,1.0,100.0,tailender,5.0,6.0,132.0,0.833,8.23,death_bowler,82.80485241183317
Vignesh Kannan,Puducherry,2020.0,0.0,79.32,39.66,False,False,pure_bowler,,,,,,,1.0,1.0,24.0,1.0,10.0,part_time_bowler,0.7879911130236259
Vijay Bharti,Bihar,2019.0,29.67,0.0,14.84,False,False,pure_batter,28.0,4.0,36.0,7.0,77.78,anchor_opener,,,,,,,0.5799781166670773
Vijay Jethi,Uttarakhand,2021.0,42.52,0.0,21.26,False,False,pure_batter,18.0,2.0,16.0,9.0,112.5,middle_order,,,,,,,1.014645859430193
Vijay Rao,Arunachal Pradesh,2021.0,21.52,0.0,10.76,False,False,pure_batter,3.0,2.0,5.0,1.5,60.0,middle_order,,,,,,,0.3012806784264871
Vijay Sharma,Uttarakhand,2022.0,44.35,0.0,22.18,False,False,pure_batter,119.0,10.0,112.0,11.9,106.25,middle_order,,,,,,,2.0819750900498875
Vijaykumar Vyshak,Karnataka,2023.0,30.39,84.5,57.44,False,False,pure_bowler,11.0,5.0,13.0,2.2,84.62,tailender,11.0,10.0,216.0,1.1,8.75,death_bowler,91.50390112411199
Vijesh Prabhudessai,Goa,2018.0,23.68,73.99,48.83,False,False,pure_bowler,2.0,2.0,3.0,1.0,66.67,tailender,7.0,8.0,147.0,0.875,11.14,death_bowler,3.6466728676459073
Vikas Hathwala,Services,2021.0,51.7,58.98,55.34,False,False,pure_batter,364.0,22.0,315.0,16.55,115.56,middle_order,1.0,3.0,54.0,0.333,6.0,part_time_bowler,34.77890551780242
Vikas Mishra,Delhi,2019.0,35.35,54.08,44.72,False,False,pure_batter,1.0,1.0,1.0,1.0,100.0,tailender,0.0,1.0,24.0,0.0,6.5,part_time_bowler,86.00598856943849
Vikas Yadav,Services,2021.0,43.36,80.65,62.0,False,False,pure_bowler,48.0,5.0,42.0,9.6,114.29,tailender,20.0,20.0,462.0,1.0,6.57,middle_overs_bowler,85.04419620146928
Vikash Kumar,Mizoram,2023.0,42.3,0.0,21.15,False,False,pure_batter,21.0,5.0,18.0,4.2,116.67,middle_order,,,,,,,1.755608423411785
Vikash Singh,Jharkhand,2020.0,43.36,71.3,57.33,False,False,pure_bowler,48.0,5.0,42.0,9.6,114.29,tailender,14.0,20.0,408.0,0.7,8.56,death_bowler,72.96050537544164
Vikash Yadav,Bihar,2020.0,39.9,0.0,19.95,False,False,pure_batter,14.0,1.0,14.0,14.0,100.0,tailender,,,,,,,0.5784822444318309
Vikrant Rajput,Railways,2020.0,63.3,39.17,51.24,False,False,pure_batter,153.0,6.0,136.0,25.5,112.5,top_order_anchor,0.0,2.0,12.0,0.0,12.5,part_time_bowler,91.89101735970353
Vinod Kumar,Kerala,2017.0,30.04,41.16,35.6,False,False,pure_batter,5.0,2.0,6.0,2.5,83.33,tailender,0.0,3.0,60.0,0.0,9.6,all_phases_bowler,94.1820677614589
Vinoop Manoharan,Kerala,2018.0,54.26,85.4,69.83,False,False,utility_player,131.0,8.0,123.0,16.38,106.5,middle_order,7.0,6.0,114.0,1.167,7.79,middle_overs_bowler,79.878253047271
Vipin Dhaka,Arunachal Pradesh,2021.0,24.22,0.0,12.11,False,False,pure_batter,17.0,2.0,28.0,8.5,60.71,middle_order,,,,,,,0.43140176621003484
Vipin Kumar,Haryana,2019.0,0.0,50.5,25.25,False,False,unknown,,,,,,,0.0,1.0,12.0,0.0,5.0,part_time_bowler,88.48092751041283
Vipul Krishna,Bihar,2019.0,0.0,77.57,38.78,False,False,pure_bowler,,,,,,,2.0,2.0,30.0,1.0,14.4,part_time_bowler,4.777252813674228
Virat Singh,Jharkhand,2021.0,72.65,49.77,61.21,False,False,pure_batter,1236.0,36.0,948.0,34.33,130.38,top_order_anchor,1.0,5.0,60.0,0.2,8.7,middle_overs_bowler,76.97230621192726
Vishal Das,Bihar,2018.0,17.68,81.82,49.75,False,False,pure_bowler,1.0,2.0,2.0,0.5,50.0,tailender,4.0,4.0,78.0,1.0,7.77,powerplay_bowler,3.234150038744596
Vishal Jayswal,Gujarat,2023.0,39.58,74.18,56.88,False,False,pure_bowler,12.0,3.0,11.0,4.0,109.09,tailender,2.0,2.0,24.0,1.0,12.5,part_time_bowler,90.82363714229723
Vishal Kushwah,Chhattisgarh,2021.0,69.89,80.79,75.34,True,True,batting_allrounder,309.0,18.0,189.0,17.17,163.49,finisher,14.0,13.0,222.0,1.077,9.46,middle_overs_bowler,98.84542342295056
Vishal Sharma,Hyderabad (India),2015.0,0.0,44.46,22.23,False,False,unknown,,,,,,,0.0,1.0,18.0,0.0,9.67,part_time_bowler,94.81354318226522
Vishnu Solanki,Baroda,2024.0,55.57,40.57,48.07,False,False,pure_batter,834.0,40.0,703.0,20.85,118.63,finisher,0.0,1.0,6.0,0.0,9.0,part_time_bowler,93.83855275784548
Vishnu Vinod,Kerala,2023.0,71.58,43.54,57.56,False,False,pure_batter,768.0,27.0,532.0,28.44,144.36,aggressive_opener,0.0,2.0,19.0,0.0,7.58,part_time_bowler,93.97206734680957
Vishvaraj Jadeja,Saurashtra,2024.0,52.58,0.0,26.29,False,False,pure_batter,315.0,18.0,266.0,17.5,118.42,finisher,,,,,,,47.145013004653876
Vivek Kumar,Bihar,2019.0,42.88,62.92,52.9,False,False,pure_bowler,32.0,8.0,27.0,4.0,118.52,tailender,4.0,8.0,161.0,0.5,8.57,powerplay_bowler,63.68467940403352
Vivek Singh,Bengal,2023.0,66.48,49.58,58.03,False,False,pure_batter,1056.0,42.0,775.0,25.14,136.26,aggressive_opener,1.0,8.0,84.0,0.125,7.79,middle_overs_bowler,72.60441237460734
Vivekanand Tiwari,Jharkhand,2021.0,54.6,82.4,68.5,False,False,pure_bowler,18.0,3.0,12.0,6.0,150.0,tailender,6.0,6.0,96.0,1.0,8.88,powerplay_bowler,98.78718213776239
Vivrant Sharma,Jammu & Kashmir,2023.0,39.29,0.0,19.64,False,False,pure_batter,56.0,4.0,57.0,14.0,98.25,anchor_opener,,,,,,,0.5921874193660787
W Nongkhlaw,Meghalaya,2018.0,18.55,0.0,9.28,False,False,pure_batter,3.0,1.0,6.0,3.0,50.0,tailender,,,,,,,0.1917579446541881
WP Saha,Bengal,2023.0,60.72,0.0,30.36,False,False,pure_batter,561.0,24.0,436.0,23.38,128.67,aggressive_opener,,,,,,,99.19355643206995
Walter Toppo,Odisha,2020.0,37.8,0.0,18.9,False,False,pure_batter,8.0,1.0,8.0,8.0,100.0,tailender,,,,,,,0.3931056368637962
Waseem Raza,Jammu & Kashmir,2017.0,24.73,72.09,48.41,False,False,pure_bowler,32.0,8.0,48.0,4.0,66.67,tailender,11.0,14.0,255.0,0.786,7.93,middle_overs_bowler,3.081062762864752
Washington Sundar,Tamil Nadu,2023.0,61.29,75.11,68.2,False,True,bowling_allrounder,576.0,25.0,489.0,23.04,117.79,aggressive_opener,21.0,27.0,570.0,0.778,6.31,powerplay_bowler,77.83365916482516
Wasiqur Rahman,Assam,2022.0,31.9,0.0,15.95,False,False,pure_batter,95.0,15.0,112.0,6.33,84.82,middle_order,,,,,,,1.6911786296122948
Writtick Chatterjee,Bengal,2024.0,64.13,82.34,73.24,True,True,batting_allrounder,237.0,13.0,171.0,18.23,138.6,middle_order,15.0,15.0,276.0,1.0,6.33,middle_overs_bowler,97.14581303408346
X Thalaivan Sargunam,Puducherry,2018.0,31.94,0.0,15.97,False,False,pure_batter,103.0,6.0,139.0,17.17,74.1,middle_order,,,,,,,1.8618403162493575
Y Avinash Jadhav,Puducherry,2022.0,51.57,0.0,25.78,False,False,pure_batter,28.0,2.0,21.0,14.0,133.33,aggressive_opener,,,,,,,21.30363096161713
Y Nagar,Meghalaya,2018.0,42.49,0.0,21.24,False,False,pure_batter,91.0,6.0,99.0,15.17,91.92,anchor_opener,,,,,,,0.9962660663186672
Y Prithvi Raj,Andhra,2018.0,106.05,131.85,118.95,False,False,pure_bowler,3.0,1.0,1.0,3.0,300.0,tailender,5.0,2.0,47.0,2.5,11.74,part_time_bowler,99.21560330621436
Y Sandeep,Andhra,2023.0,17.85,0.0,8.93,False,False,pure_batter,1.0,1.0,2.0,1.0,50.0,middle_order,,,,,,,0.3604155066202853
Y Sera,Arunachal Pradesh,2023.0,0.0,41.1,20.55,False,False,unknown,,,,,,,0.0,2.0,24.0,0.0,15.5,part_time_bowler,66.45499136950198
YB Kothari,Rajasthan,2022.0,28.12,0.0,14.06,False,False,pure_batter,53.0,5.0,76.0,10.6,69.74,anchor_opener,,,,,,,0.31828261428484284
YBK Jaiswal,Mumbai,2023.0,60.37,43.53,51.95,False,False,pure_batter,349.0,16.0,270.0,21.81,129.26,middle_order,0.0,2.0,12.0,0.0,12.0,part_time_bowler,97.52091212106151
YD Gardharia,Gujarat,2018.0,0.0,42.72,21.36,False,False,unknown,0.0,1.0,1.0,0.0,0.0,tailender,0.0,1.0,12.0,0.0,14.0,part_time_bowler,74.34142506767456
YK Pathan,Baroda,2019.0,44.38,70.47,57.42,False,True,bowling_allrounder,354.0,23.0,353.0,15.39,100.28,finisher,5.0,7.0,89.0,0.714,6.67,middle_overs_bowler,25.581747847237057
YR Sharma,Haryana,2020.0,46.35,0.0,23.18,False,False,pure_batter,58.0,5.0,48.0,11.6,120.83,middle_order,,,,,,,4.37469745582472
YS Chahal,Haryana,2021.0,12.02,72.4,42.21,False,False,pure_bowler,5.0,5.0,15.0,1.0,33.33,tailender,20.0,27.0,555.0,0.741,7.41,middle_overs_bowler,1.0332534524559007
